Code;ID;Index;Name_r;Name_e;Code_Kind_0;Code_Kind_1;Code_Kind_2;Code_Kind_3;Group;Kind_2;Kind_1;Kind_0;T0;T1;Size_t;Size_Code;Element;X_deg;Y_deg;X_Pul;Y_Pul;u2;X_deg_1;Y_deg_1;X_deg_2;Y_deg_2;Rayon;Icon;INFO;MAP_ID;Поле32;Поле33;Oblast;nextBorder;Y_deg_back;Desc_Long
438;440;II-11-35;Турегельдын;Turegeldyn;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Коренное месторождение;;Мелкое;3;;79.7;42.37;13887202;4703163;4;79.7;42.37;79.7;42.37;Ак-Суйский район;/icon/Wo4.png;438__Turegeldyn.txt;167;;;Иссык-Кульская область;;42.37;1970-72гг  -  поиски (шурфы, канавы, магниторазведка)  <br>1985-92гг поисково-оценочные работы (шт., скв.)<br> не перспективно. <br><br>Р1 - 500т (0.30%) <br>Р2 - 5000т (0.30%) <br>Р1+ Р2 - 5500т (0.30%) <br><br>WO3 - 0.1-0.75% <br><br>Две скарновые зоны в кровле массива габбро, включающие останцы доломитов PR1? и известняков С1. <br>Линзы рудных скарнов (2х10м) и кварц-сульфидные прожилки и жилы мощностью 0.05-0.5м, длина до 50м.
439;441;III-2-29;Саргордон;Sargordon;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;70.5;41.5;13124213;4605973;4;70.5;41.5;70.5;41.5;Чаткальский район;/icon/Wo4.png;439__Sargordon.txt;;;;Джалал-Абадская область;;41.5;1934г -  поиски, поисково-оценочные работы. <br>Добыча в 1937-46гг. Отработано. <br><br>1938г на  глуб. 110-180м <br>В - 54.68 т <br>С1 - 189.14 т <br>С2 - 262.17 т <br>Всего - 505.99т <br><br>WO3 - 0-0.40 % <br>Sn - 0.11 % <br>Pb - до 1.68 <br>Сu - 3.74 % <br>As - 0.37 % <br>Ag - до 32 г/т <br><br>В гранодиоритах С3-Р1 - две жильные зоны (750-800 х 10-120 х 40-110м),  включающие 18 рудных тел (30-240 х 0.08-0.85)
440;442;III-7-12;Джаман-Ашу;Djaman-Ashu;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;75.55;41.87;13545664;4637056;;75.55;41.87;75.55;41.87;Тянь-Шаньский район;/icon/Wo4.png;440__Djaman-Ashu.txt;;;;Нарынская область;;41.87;1941г  -  разведка с попутной добычей шеелитового концентрата  <br>1953г - поиски (канавы, пробы). <br>Условия не благоприятные, выс.3950м, не перспективно. <br><br>Не подсчитывались <br><br>WO3 - 0.05-0.74%,  в штуфах - 8-10%,  в гнездах -2.56 % <br>Sn - 0.1 % <br><br>На контакте гранодиоритов С2 с известняками С1 - пластообразная скарновая залежь (100-120 х 20-30м).
441;443;III-7-16;Нижне-Кенсуйское;Nizhne-Kensuiskoe;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;75.37;41.75;13530514;4620314;;75.46;41.75;75.46;41.75;Тянь-Шаньский район;/icon/Wo4.png;441__Nizhne-Kensuiskoe.txt;;;;Нарынская область;;41.72;1967-69гг -  геолсъемка м-ба 1:50000  <br>1982г  -  поиски м-ба 1:10000 (канавы, шурфы, пробы). <br>Выс. 3000м, доступно, не перспективно. <br><br>Р1 на глуб.  25м<br>WO3 - 100 т <br>Au - 0.04т  (0.5 г/т) <br><br>WO3 - 0.21 %: <br>Au - 0.2-1.4 г/т <br>Cu - до 0.76 % <br>Mo - 0.04 % <br>Bi - 0.01 % <br><br>В эндоконтакте гранодиоритов С2  - зона кварц-полевошпатовых метасоматитов по скарнам (220х40х25м), включающая три рудных тела (30-110х1.0-10.0х 20-25м).
442;444;III-8-7;Карабулак-Северный;Karabulak Severnyi;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;76.25;41.68;13604078;4617301;;76.25;41.68;76.25;41.68;Тянь-Шаньский район;/icon/Wo4.png;442__Karabulak Severnyi.txt;;;;Нарынская область;;41.68;1963-64гг -  геолсъемка м-ба 1:50000, поиски м-ба 1:10000 (канавы, пробы). <br>Выс. 3500м, доступно, не перспективно. <br><br>Не подсчитывались <br><br>WO3 - 0.12 %: <br>Cu - до 0.25 % <br>Zn - до 1.0 % <br>As - 0.18 % <br><br>На контакте гранодиоритов С2 с известняками С1 - скарновые зоны мощнссти 2-29м, включающие 3 сульфидных (пирротиновых) рудных тела (10-30 х 1.0-4.0 м).
443;445;III-8-15;Кашкасу;Kashkasuu;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Коренное месторождение;;Мелкое;3;;76.3;41.67;13608269;4615512;;76.3;41.67;76.3;41.67;Тянь-Шаньский район;/icon/Wo4.png;443__Kashkasuu.txt;;;;Нарынская область;;41.67;1942-45гг -  добыча (95т WO3) и поисково-оценочные работы ВКЗ,  в 1945г утверждены запасы. 1972г - поиски (канавы, шурфы, пробы). <br>Выс. 3250-3650м,  перспективно. <br><br>1973г <br><br>На  глуб. 200-400м: <br>Р1-5571т <br>Р2-4630т <br><br>1990г  - переоценка- Р1-15-16 тыс.т  <br><br>WO3 - 0.30 %: <br>Мо - 0.14 % <br>Au - до 3-8 г/т <br>Cu - 0.03- 0.9% <br>As - 0.07-0.72% <br><br>На контакте гранодиоритов С2 с известняками,  С1 - три рудные скарновые залежи (76-250 х 2.8-7.0 х 135-600м).
444;446;III-9-27;Уланское;Ulanskoe;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;77.02;41.43;13668564;4590743;4;77.02;41.43;77.02;41.43;Джети-Огузский район;/icon/Wo4.png;444__Ulanskoe.txt;;;;Иссык-Кульская область;;41.43;1956-58гг -  геолсъемка м-ба 1:100000 (канавы, пробы). <br>Выс.3650м - трудная доступность, не перспективно. <br>Не подсчитывались <br><br>WO3 - 0.24-0.26% <br><br>На контакте диоритов С2 с известняками - серия линзовидных скарновых тел - 5 х 15м.
445;447;III-10-7;Чексай;Cheksai;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;78.68;41.85;13805911;4641623;;78.68;41.85;78.68;41.85;Джети-Огузский район;/icon/Wo4.png;445__Cheksai.txt;;;;Иссык-Кульская область;;41.85;1978-84гг -  поисково-оценочные работы (скв.-11817м)  <br>условия благоприятные  восточный фланг месторожления Учкошкон. <br><br>Р1 - на глуб.110м 2800т <br><br>WO3 - 0.73 % <br>Sn - 0.3 % <br><br>В экзоконтакте гранитов Р, перекрывающих карбонатно-терригенные отложения С1-2,  скважинами вскрыто слепое рудное тело (1024 х 1.5 х 110м).
446;448;III-10-16;Коенды;Koendy;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;78.6;41.78;13799300;4633922;;78.6;41.78;78.6;41.78;Джети-Огузский район;/icon/Wo4.png;446__Koendy.txt;;;;Иссык-Кульская область;;41.78;1966-74гг -  геолсъемка м-ба 1:25000, поиски масштаба 1:10000,  1:1000 (канавы, шурфы  пробы)  <br>условия благоприятные, выс.3050-3150м, не перспективно. <br><br>Р1 - на глуб.150м - 278т <br><br>WO3 - 0.28 % <br>Sn - 0.2 % <br>ВеО - 0.25 % <br><br>В гранитах Р1 - две минерализованные зоны (200-360 х 20-70 х 150м), включающие одно рудное тело (300 х 1.5 х 150м).
447;449;III-10-17;Шеелитовое;Sheelitovoe;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;78.57;41.77;13796605;4631956;4;78.57;41.77;78.57;41.77;Джети-Огузский район;/icon/Wo4.png;447__Sheelitovoe.txt;252;;;Иссык-Кульская область;;41.77;1975 г -  поиски масштаба 1:10000 (канавы, пробы). <br>Условия благоприятные, выс. 3350м, доступно, не перспективно. <br><br>Не подсчитывались <br><br>WO3 - до 0.6 % <br><br>В экзоконтакте гранитов Р1  в известково-терригенных породах С1 - две минерализованные зоны (200-600 х 0.2-8.0м) с кварцевыми прожилками мощности от 0.2 до 2.6м.
448;450;IV-5-10;Ойкаин;Oykayin;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;73.95;41.17;13411879;4559695;;73.95;41.17;73.95;41.17;Тогуз-Тороуский район;/icon/Wo4.png;448__Oykayin.txt;;;;Джалал-Абадская область;;41.17;1966-68гг -  поиски  <br>1978-82гг -  поисково-оценочные работы (канавы, штольни-2685м, скв.-6697м). <br>Условия благоприятные, северо-западный фланг месторождения Макмал. <br>Не перспективно. <br><br>Р1 - на глуб.200м - WO3 -2500 т <br><br>WO3 - 0.45 % <br>Sn - 0.11-0.31% <br>Pb- до 1.0 % <br>Zn - 0.85 % <br>Mo- до 1.0 %<br>Au - 0.1-2.2 г/т <br>Ag - до 109.5г/т <br><br>На контакте гранитов Р с известняками С1 - скарновая зона (3000 х 1-40м), в которой выделено 5 вольфрамоворудных (40-170 х 1.0-3.5м) и два олово-рудные тела (120-200 х 1.0-3.2).
449;451;IV-8-23;Мудрюм;Mudrum;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;76.72;41.07;13644292;4549478;4;76.72;41.07;76.72;41.07;Ат-Башинский район;/icon/Wo4.png;449__Mudrum.txt;;;;Нарынская область;;41.07;1958-60гг -  геолсъемка м-ба 1:200000 (канавы, пробы)  <br>1968-69гг <br>Поиски м-ба 1:50000.<br>Выс. 3200м, мощность рыхлых отл. 15-20м, доступно, не перспективно. <br><br>Не подсчитывались <br><br>WO3 - до 0.44%<br>Mo - 0.014 % <br>Cu - 0.07 % <br>Au - 0.3-1.3 г/т <br><br>Линзы скарнированных известняков на контакте гранитов с песчано-сланцевой толщей S. Размеры скарновых рудных тел от 1.0 до 5.0м2.
450;452;V-4-19;уч.Заводской (Юж. Чонкойск.);Zavodskoi prosp(South Chokoi);2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Коренное месторождение;;Мелкое;3;;72.45;40.37;13283400;4473445;;72.45;40.37;72.45;40.37;Ноокатский район;/icon/Wo4.png;450__Zavodskoi prosp(South Chokoi).txt;;;;Ошская область;;40.37;1981-85гг -  поисково-оценочные работы. <br>Объект слабо изучен, условия благоприятные, южный фланг ртутного месторождения Чонкой, перспективно. <br><br>Р1 -  WO3 -23905 т <br><br>WO3 - 0.196% <br>Cu - 0.08 % <br>Zn - 0.02 % <br>Pb - 0.01 % <br><br>В силурийских кремнистых  углисто-глинистых сланцах выделено 19 рудных пластовых тел (200-700 х 0.7-13.5 х 80-500м).
451;453;V-4-106;Карагойское;Karagoiskoe;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;72.58;40.02;13293667;4434257;4;72.58;40.02;72.58;40.02;Ноокатский район;/icon/Wo4.png;451__Karagoiskoe.txt;;;;Ошская область;;40.02;1949-52, 1968, 1984-91гг - поиски (канавы, шурфы).<br>Выс.2900-3500м, перспективы не выяснены. <br><br>Р1 - на глуб. 100м: <br>WO3 -305 т <br>Au - 1.67 т (6.2 г/т) <br><br>WO3 - 0.2 % <br>Au - до 97.3 г/т <br>Ag - 0.7-123 г/т <br>As - 1.0-14.63% <br><br>На контакте гранодиоритов Р1 с известняками С1-2  -  скарновая зона (80-700 х 3-17 х 100м),  включающая 5 рудных тел.
452;454;V-5-22;Будалык;Budalyk;2;21;213;21304;Вольфрам;Редкие металлы;Металлы;Рудные;Проявление;;;0;;73.58;40.22;13379404;4454629;;73.58;40.22;73.58;40.22;Алайский район;/icon/Wo4.png;452__Budalyk.txt;;;;Ошская область;;40.22;1973-75гг -  поиски (канавы, пробы)  <br>1976г геолсъемка м-ба 1:50000. <br>Условия благоприятные, выс.2150-2600м, доступно, мощность рыхлых отложений до 17м <br><br>Р1 - на глуб. 100м: <br>WO3 -1048 т <br>Cu - 1073 т <br>Bi - 628 т <br><br>WO3 - 0.17 % <br>Cu - 0.12 % <br>Bi - 0.07 % <br>CaF2 - 3.0-7.38% <br><br>В терригенных отложениях С2, пронизанных дайками аплитов и гранофиров С3 - минерализованная зона (1600х100-250м), включающая пять рудных жил и даек (35-40 х 4.0-8.2м).
